Job Title,Company,Location,City,Description,Flagged Terms,Sentiment
Machine Learning Engineer,Potentiam Ltd,"Bengaluru, Karnataka",Bengaluru,"● Proven experience in training, evaluating and deploying machine learning models ● Solid understanding of data science and machine learning concepts ● Experience with some machine learning / data engineering machine learning tech in Python (such as numpy, pytorch, pandas/polars, airflow, etc) ● Experience developing data products using large language model, prompt engineering, model evaluation. ● Experience with web services and programming (such as Python, docker, databases etc.) ● Understanding of some of the following: FastAPI, PostgreSQL, Celery, Docker, AWS, Modal, git, continuous integration. Job Types: Full-time, Permanent Pay: ₹2,500,000.00 - ₹3,500,000.00 per year Benefits: Health insurance Paid sick time Provident Fund Schedule: Monday to Friday UK shift Work Location: In person",,Neutral
AI/ML Engineer,IOSys Software India Private Limited,"Bengaluru, Karnataka",Bengaluru,"Experience: 6months -1.5 years Location: JP Nagar, Bangalore. Notice Period : Immediate Joiners Mode of work: Work from office Job Description We are looking for a highly motivated and passionate AI/ML Engineer with a strong foundation in machine learning and hands-on project experience in Generative AI. As an early-career team member, you will work on cutting-edge technologies involving Large Language Models (LLMs), Agentic AI, and toolkits like Lang Chain, Lang Graph, and Phi Data. This role is ideal for someone who has recently completed academic or personal projects and is eager to apply their knowledge to real-world use cases. Key Responsibilities Build, experiment with, and fine-tune Generative AI models using popular LLMs (e.g., OpenAI, LLaMA, Mistral, etc.). Develop agent-based workflows using tools such as LangChain, LangGraph, and PhiData. Create interactive and dynamic AI pipelines for tasks like summarization, Q&A, sentiment analysis, and more. Collaborate with the AI/ML team to design and deploy prototypes and PoCs. Write clean, modular Python code and maintain version control via Git/GitHub. Document projects clearly and effectively for internal and external stakeholders. Required Skills Solid understanding of Machine Learning, Deep Learning fundamentals, and model evaluation. Experience with Generative AI projects (transformers, text generation, prompt engineering, etc.). Familiarity with frameworks like LangChain, LangGraph, PhiData. Proficient in Python, along with common ML libraries (e.g., PyTorch, Hugging Face Transformers, scikit-learn). Good understanding of LLM APIs (OpenAI, Anthropic, Cohere, etc.). Strong problem-solving ability and communication skills. Active GitHub profile showcasing relevant projects is mandatory Good to Have Knowledge of REST APIs, basic backend frameworks like Flask or FastAPI. Familiarity with vector databases (e.g., FAISS, Pinecone, Weaviate). Basic understanding of RAG (Retrieval-Augmented Generation) pipelines. Knowledge of prompt chaining and tool-calling via LLM agents. Knowledge on web application development Job Type: Full-time Schedule: Day shift Work Location: In person",,Positive
Applied AI ML Associate,JPMorganChase,"Mumbai, Maharashtra",Mumbai,"Job summary: Our Firmwide Risk Function is focused on cultivating a stronger, unified culture that embraces a sense of personal accountability for developing the highest corporate standards in governance and controls across the firm. Business priorities are built around the need to strengthen and guard the firm from the many risks we face, financial rigor, risk discipline, fostering a transparent culture and doing the right thing in every situation. We are equally focused on nurturing talent, respecting the diverse experiences that our team of Risk professionals bring and embracing an inclusive environment. Chase Consumer & Community Banking serves consumers and small businesses with a broad range of financial services, including personal banking, small business banking and lending, mortgages, credit cards, payments, auto finance and investment advice. Consumer & Community Banking Risk Management partners with each CCB sub-line of business to identify, assess, prioritize and remediate risk. Types of risk that occur in consumer businesses include fraud, reputation, operational, credit, market and regulatory, among others. Join our Model Insights Team , a Center of Excellence within Consumer & Community Banking (CCB) Risk Modeling, committed to tracking of comprehensive health of machine learning models. We are responsible for sanity of model inputs and score performance tracking for CCB risk decision models. Team collaborates with model developers to identify and recommend potential opportunities for model calibration. We are constantly seeking for opportunities to enhance model performance tracking framework, with aim of providing feedback loop to risk strategies. We are seeking candidates who possess extensive knowledge of data science techniques, appreciation for data combined with of domain expertise, and a keen eye for detail and logic. It’s an opportunity to make an impact to model performance monitoring and governance practices for CCB risk models. Job responsibilities: Drive synergy in model performance tracking across different sub-lines of business. Enhance model performance framework to holistically capture model health, providing actionable insights to model users. Collaborate with model developers to identify potential opportunities for model calibration and conduct preliminary Root Cause Analysis in case of model performance decay. Design and build robust framework to monitor quality of model inputs. Explore opportunities to drive efficiency in model inputs and performance tracking through use of Large Language Model (LLM). Partner with teams across, Risk, Technology, Data Governance, and Control to support effective model performance management and insights. Deliver regular updates on model health to senior leadership of risk organization and the first line of defense. Required qualifications, capabilities, and skills Advanced degree in Mathematics, Statistics, Computer Science, Operations Research, Econometrics, Physics, or a related quantitative field. Minimum of 3 years of experience in developing and managing predictive risk models in financial industry. Proficiency in programming languages such as Python, PySpark, and SQL, along with familiarity with cloud services like AWS SageMaker and Amazon EMR. Deep understanding of advanced machine learning algorithms (e.g. Decision Trees, Random Forest, XGBoost, Neural Networks, Clustering etc) Strong conceptual understanding of performance metrics used to monitor health of machine learning models. Fundamental understanding of the consumer lending business and risk management practices. Experience of working with large datasets with strong ability to analyze, interpret, and derive insights from data. Advanced problem-solving and analytical skills, with a keen attention to detail. Excellent communication skills, with the ability to convey complex information clearly and effectively to senior management. Preferred qualifications, capabilities, and skills Experience of data wrangling and model building on a distributed Spark computation environment (with stability, scalability and efficiency). Proven expertise in designing, building, and deploying production-quality machine learning models. Ability to effectively collaborate with multiple stakeholders on projects of strategic importance, ensuring alignment and successful outcomes. Basic level of proficiency in Tableau",,Positive
Associate Data Scientist,Beinex,"Kochi, Kerala",Kochi,"Highlights Experience 1-3 Years Joining Date Immediate or max 30 days’ Notice Period Qualification Bachelor's or Master’s in Computer Science, AI, Machine Learning, or related fields Job Description We seek a passionate and skilled Generative AI Specialist with expertise in state-of-the-art AI models and tools to join our team. The ideal candidate should possess hands-on experience with transformer-based models, prompt engineering, and fine-tuning large language models (LLMs) for real-world applications. Responsibilities Design, develop, and deploy Generative AI solutions using GPT, Llama, Claude, and open-source models. Fine-tune and optimize pre-trained models on domain-specific datasets. Build and evaluate prompts and retrieval-augmented generation (RAG) pipelines for LLM applications. Develop and enhance multimodal models incorporating text, image, and/or audio data, based on project requirements Collaborate with product, data science, and engineering teams to integrate AI capabilities into products. Stay updated with the latest developments in generative AI and apply them to business problems. Maintain model performance through testing, benchmarking, and continuous improvements. Key Skills Requirements Bachelor’s or Master’s degree in Computer Science, Artificial Intelligence, Machine Learning, or a related discipline. Proven expertise in on-premises infrastructure and technologies. 1–3 years of practical experience with Natural Language Processing (NLP) or generative AI models. Proficient in Python and machine learning frameworks such as PyTorch or TensorFlow. Hands-on experience with Hugging Face Transformers, LangChain, or LlamaIndex. Deep understanding of model fine-tuning, embeddings, and vector databases (e.g., FAISS, Pinecone). Familiarity with cloud platforms such as AWS, Google Cloud Platform (GCP), or Microsoft Azure. Strong analytical and problem-solving abilities, with a collaborative mindset in fast-paced environments. Experience working with diffusion models, image/video generation, or speech synthesis. Knowledge of MLOps tools and end-to-end model deployment pipelines. Contributions to open-source AI/ML projects are highly valued.  Perks: Careers at Beinex Comprehensive Health Plans Learning and development Workation and outdoor training Hybrid working environment On-site travel Opportunity Beinex Branded Merchandise",,Positive
Associate Data Scientist,Data Axle,"Pune, Maharashtra",Pune,"Data Axle Inc. has been an industry leader in data, marketing solutions, sales, and research for over 50 years in the USA. Data Axle now has an established strategic global centre of excellence in Pune. This centre delivers mission critical data services to its global customers powered by its proprietary cloud-based technology platform and by leveraging proprietary business and consumer databases. Data Axle India is recognized as a Great Place to Work! This prestigious designation is a testament to our collective efforts in fostering an exceptional workplace culture and creating an environment where every team member can thrive. Roles & Responsibilities: We are looking for Associate Data Scientist to join the Data Science Client Services team to continue our success of identifying high quality target audiences that generate profitable marketing return for our clients. We are looking for experienced data science, machine learning and MLOps practitioners to design, build and deploy impactful predictive marketing solutions that serve a wide range of verticals and clients. The right candidate will enjoy contributing to and learning from a highly talented team and working on a variety of projects. Ownership of design, implementation, and deployment of machine learning algorithms in a modern Python-based cloud architecture. Design or enhance ML workflows for data ingestion, model design, model inference and scoring. Oversight on team project execution and delivery. Establish peer review guidelines for high quality coding to help develop junior team members' skill set growth, cross-training, and team efficiencies. Visualize and publish model performance results and insights to internal and external audiences. Requirements: Qualifications: 3+ years of experience with a range of software applications and technologies. Bachelor's degree in a technology related area (Computer Science, Engineering, etc.) is required; Master's Degree preferred. Good knowledge of design methodology and standard software design patterns. Experience of working in Agile teams. Strong technical written and verbal communication in English. Proven ability to develop systems and web services for data storage and access. Strong organizational and detail-oriented skills. This position description is intended to describe the duties most frequently performed by an individual in this position. It is not intended to be a complete list of assigned duties but to describe a position level.",,Positive
AI/ML Engineer,Datanetiix Solutions,"Chennai, Tamil Nadu",Chennai,"Location:Chennai Experience:4 years Job Summary: We are seeking a highly skilled Machine Learning Engineer with extensive experience in data science and machine learning to join our team. The ideal candidate will have a strong portfolio of projects and a deep understanding of statistical and machine learning models, with hands-on experience in deploying these models using Flask, developing NLP solutions, and working with Generative AI, including large language models and reinforcement learning. Key Responsibilities: Design, develop, and implement machine learning models and algorithms using Python. Deploy machine learning models as APIs using Flask. Conduct statistical analyses to derive insights from large datasets. Implement and optimize deep learning architectures, including transformers, for various applications. Develop and refine NLP models for tasks such as text classification, sentiment analysis, and named entity recognition. Work with Generative AI, including large language models (LLMs) and AI agents, to create innovative solutions. Apply reinforcement learning techniques to enhance model performance and decision-making processes. Collaborate closely with data engineers and other stakeholders to ensure data quality and accessibility. Communicate findings and insights effectively to both technical and non-technical audiences through reports and presentations. Qualifications: Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, or a related field. 4+ years of experience in data science and machine learning, with a proven project portfolio. Proficiency in Python and popular libraries such as TensorFlow, PyTorch, and scikit-learn. Experience with relational and non-relational databases, such as SQL and MongoDB. Strong statistical knowledge and experience in statistical modeling. Hands-on experience with NLP techniques and frameworks, such as spaCy and Hugging Face Transformers. Familiarity with Generative AI and reinforcement learning concepts and applications. Excellent problem-solving skills with the ability to work effectively in a collaborative environment. Strong communication skills, with the ability to present complex concepts to diverse audiences. Preferred Skills: Experience working with large datasets in cloud environments. Knowledge of MLOps tools and frameworks. About Datanetiix is a One-Stop-Solutions provider for your software development, business analytics & IT needs. We provide end-to-end solutions ranging from Infrastructure services, Business Management Software, Collaboration tools, and Mobile solutions. Being in the industry for a decade we have gained experience serving global clients across numerous industry verticals, we can mirror your vision and provide solutions rapidly.",,Neutral
DATA SCIENTIST,Tanla Platforms,"Hyderabad, Telangana",Hyderabad,"DATA SCIENTIST DATA SCIENTIST Location Hyderabad, Telangana IN Department Product & Engineering Job Role ‍ AI/ ML Engineer What you'll be responsible for? ‍ Ability to design, develop and implement AI/ML algorithms Ability to lead a project start to finish and guide other members who are new to AI-ML ‍ Qualification and other skills ‍ Statistics Machine learning Deep learning Model tuning Data preparation techniques Productionizing models ‍ What you'd have? ‍ AI-ML Engineer or Data Scientist with 4 – 10 Years of relevant experience Hands on experience in at least 3+ Machine learning and Deep learning frameworks (TensorFlow, Keras, Sklearn, PyTorch etc) Strong command on data preparation techniques and processes that precede model training Hands on experience on at least 2+ Data exploration tools (Pandas, Numpy etc) Hands on experience on at least 1 ML coding languages (Python, R etc) Working knowledge of concepts of statistics is a huge plus Theoretical and intuitive understanding of ML/DL algorithms is a huge value-add Experience handling large and/or highly skewed data is a good-to-have Must have worked on 3 to 5 projects implementing AI/ML algorithms and productionizing the same Must have good communication and is a good team player Willingness to learn new domains & technologies ‍ Why join us? ‍ Impactful Work: Play a pivotal role in safeguarding Tanla's assets, data, and reputation in the industry. Tremendous Growth Opportunities: Be part of a rapidly growing company in the telecom and CPaaS space, with opportunities for professional development. Innovative Environment: Work alongside a world-class team in a challenging and fun environment, where innovation is celebrated. ‍ Tanla is an equal opportunity employer. We champion diversity and are committed to creating an inclusive environment for all employees. ‍ https://www.tanla.com",,Positive
Data Scientist,ScaleIn,"Bengaluru, Karnataka",Bengaluru,"Implement and support data discovery and predictive analytics models by analyzing business data. Qualifications: 1+ years of experience with R 1+ years of experience with mahout or machine learning algorithms Working experience with java or python Database experience with MySQL or equivalent Ability to design the models to work on small to very large data sets If interested, please send the latest CV to data@scalein.com or contact using our contact page.",,Neutral
Data Scientist,Sattva Tech,"Bengaluru, Karnataka",Bengaluru,"We are seeking a detail-oriented and creative Data Scientist to join our analytics team. The ideal candidate is passionate about deriving insights from data, building robust machine learning models, and helping the business make data-driven decisions. You will work closely with cross-functional teams including product, engineering, and business strategy. Key Responsibilities Analyze large volumes of structured and unstructured data to uncover insights and trends. Design, build, and validate predictive models and machine learning algorithms. Collaborate with stakeholders to define business problems and translate them into analytical solutions. Use statistical tools and techniques (e.g., regression, clustering, classification) to inform decisions. Communicate findings through effective data visualizations and presentations. Maintain and enhance existing data pipelines and model performance. Assist in deploying models into production using APIs or cloud services. Stay updated with the latest trends and technologies in data science and machine learning. Job Types: Full-time, Permanent Pay: Up to ₹60,000.00 per month Benefits: Internet reimbursement Paid sick time Schedule: Day shift Monday to Friday Rotational shift Supplemental Pay: Overtime pay Education: Bachelor's (Required) Experience: Data science: 2 years (Required) Language: English (Required) Location: Bangalore, Karnataka (Required) Work Location: In person",,Positive
Data Scientist,Ayruz Data Marketing,Kerala,Kerala,"Experience: 1 year or more Qualification: B-Tech, M-Tech, MSc (IT, Computer Science, Electronics Science) Vacancies: 02 Description: We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large datasets and working with stakeholders to improve business outcomes. Responsibilities for Data Scientist Specialization in fields like math, statistics, computer science, or something closely related. Work with large amounts of data: facts, figures, and number crunching. See through the data and analyze & interpret it to find conclusions. Present their findings, or translate the data into an understandable document. You will need to write and speak clearly, easily communicating complex ideas. Look at the numbers, trends, and data and come to new conclusions based on the findings. Have to make sure they are vigilant in their analysis to come to correct conclusions. Strong math and analysis skills are needed to estimate numerical data.  Core skills/experience Have an interest in sports. Data collection will be related to sports. Know any of the scripting language (Preferred: Python). Experience in participating in new business pitches. Excellent organizational and time management skills with strong attention to detail. Experience in working professionally with Word, Excel, and PowerPoint. We’d like you to be Self-motivated and able to work within a dynamic environment. Good under pressure and can multitask without a reduction in work quality and concentration. A great communicator, both verbal and written. Experience working in a similar agency environment, although not essential. The package We offer a good salary, negotiable dependent on qualifications and experience. On top of this, we have a generous benefits package. Interviews will be held immediately on receipt of suitable applications.",,Positive
AI Python Engineer,OpenText,"Bengaluru, Karnataka",Bengaluru,"OPENTEXT - THE INFORMATION COMPANY OpenText is a global leader in information management, where innovation, creativity, and collaboration are the key components of our corporate culture. As a member of our team, you will have the opportunity to partner with the most highly regarded companies in the world, tackle complex issues, and contribute to projects that shape the future of digital transformation.  AI-First. Future-Driven. Human-Centered. At OpenText, AI is at the heart of everything we do—powering innovation, transforming work, and empowering digital knowledge workers. We're hiring talent that AI can't replace to help us shape the future of information management. Join us.  Your Impact: As a Python Developer in the Debricked data science team, you will work on enhancing data intake processes and optimizing data pipelines. You will apply many different approaches, depending on the needs of the product and the challenges you encounter. In some cases, we use AI/LLM techniques, and we expect the number of such cases to increase. Your contributions will directly impact Debricked’s scope and quality and will help ensure future commercial growth of the product.  What the role offers:As a Python Developer, you will: Innovative Data Solutions: Develop and optimize data pipelines that improve the efficiency, accuracy, and automation of the Debricked SCA tool’s data intake processes.  Collaborative Environment: Work closely with engineers and product managers from Sweden and India to create impactful, data-driven solutions. Continuous Improvement: Play an essential role in maintaining and improving the data quality that powers Debricked’s analysis, improving the product’s competitiveness. Skill Development: Collaborate across teams and leverage OpenText’s resources (including an educational budget) to develop your expertise in software engineering,data science and AI, expanding your skill set in both traditional and cutting-edge technologies. What you need to Succeed: 2-4 years of experience in Python development, with a focus on optimizing data processes and improving data quality. Proficiency in Python and related tools and libraries like Jupyter, Pandas and Numpy. A degree in Computer Science or a related discipline. An interest in application security. Asset to have skills in Go, Java, LLMs (specifically Gemini), GCP, Kubernetes, MySQL, Elastic, Neo4J. A strong understanding of how to manage and improve data quality in automated systems and pipelines. Ability to address complex data challenges and develop solutions to optimize systems. Comfortable working in a distributed team, collaborating across different time zones. One last thing: OpenText is more than just a corporation, it's a global community where trust is foundational, the bar is raised, and outcomes are owned.Join us on our mission to drive positive change through privacy, technology, and collaboration. At OpenText, we don't just have a culture; we have character. Choose us because you want to be part of a company that embraces innovation and empowers its employees to make a difference.  OpenText's efforts to build an inclusive work environment go beyond simply complying with applicable laws. Our Employment Equity and Diversity Policy provides direction on maintaining a working environment that is inclusive of everyone, regardless of culture, national origin, race, color, gender, gender identification, sexual orientation, family status, age, veteran status, disability, religion, or other basis protected by applicable laws. If you need assistance and/or a reasonable accommodation due to a disability during the application or recruiting process, please contact us athr@opentext.com. Our proactive approach fosters collaboration, innovation, and personal growth, enriching OpenText's vibrant workplace.",,Positive
Data Scientist-KMPL Support Services-Analytics,Kotak Mahindra,"Mumbai, Maharashtra",Mumbai,"Grade M1 to M4 Reports to: Lead/Principal Data Scientist  Is a Team leader? No Team Size: -   Role Data Scientist/Sr Data Scientist  Business: Not Applicable Department: Analytics Sub-Department: Not Applicable  Location: Mumbai  Role  As a Data Scientist specializing in to building Analytical Models for Banks/NBFCs/Insurance industry, your primary responsibility is to utilize machine learning algorithms or statistical models to optimize Business Processes across Customer Life Journey. You will be required to build the model pipeline, work on its deployment and provide the required support until its last leg of adoption. Your role involves collaborating with cross functional teams to develop predictive models that assess Credit Risk and/ or personalize Customer Experience. You will also be responsible for identifying relevant base for targeting (cross-sell/up-sell) and running these campaigns from time to time.  Key Responsibilities  1. Writing Optimized Code: Develop and maintain efficient, scalable code for model pipelines Implement best practices in coding to ensure performance and resource optimization 2. Version Control and Lifecycle Configuration: Familiar with best practices to manage codebase changes with available resources Maintain and update configuration files to manage the lifecycle of data science models 3. Extracting Usable Information from Data: Translate business needs into data-driven solutions and actionable insights Conduct thorough exploratory data analysis to uncover trends and patterns. Create and maintain feature repositories to document and manage features used in models 4. Building Robust Models: Develop models that are reliable and generalize well across different time periods and customer segments. Continuously monitor and improve model performance to adapt to changing data and business conditions 5. Publishing Model Outcomes: Communicate model results and insights effectively to stakeholders. Facilitate the adoption of models by ensuring they meet business needs and are user-friendly.  Qualifications  Master/PGDM in Statistics/Economics OR MCA/ IIT - Btech/Bachelors in Statistics + up to 2 years of relevant experience  Role Proficiencies  Must Have Skills : Ms Excel & PowerPoint SQL Python Supervised & Unsupervised machine learning algorithms Strong Communication skills Collaborative Mind-set Pro-active Approach to problem solving & stakeholder engagement Good to have Skills : SAS AWS S3/ Sagemaker Version Control",,Neutral
Data Scientist,Kovai.co,"Coimbatore, Tamil Nadu",Coimbatore,"Kovai.co is a catalyst, sparking a revolution in the world of enterprise software and B2B SaaS, we are a technology powerhouse delivering best-in-class enterprise software and game-changing SaaS solutions across industries.  At Kovai.co, we're rewriting the B2B landscape by empowering over 2,500 businesses worldwide with our award-winning SaaS solutions.  Our Products: Biztalk360 Turbo360 Document360  “UK headquarters. Indian innovation. Global impact.” Our journey has been nothing short of remarkable, having witnessed exponential growth and profitability right from our inception. We are on track towards $30 million in annual revenue – and we're just getting started.  Kovai.co is fueled by a tribe of thoughtful helpers, obsessed with empowering customers, uplifting colleagues, and igniting our own journeys.  Redefining tech is our game. Are you in? Join Kovai.co – where passion meets purpose.  What's the job: Data Scientist  What you’ll do on the job: Understand business problems and formulate hypothesis Collecting and interpreting data, analyzing results, identifying patterns and trends in large data sets Research and develop advanced statistical and machine learning models for analysis of large-scale, high-dimensional data Build custom machine learning models for various use-cases such as recommendation, insight generation, forecasting, anomaly detection, and so on Performing data quality checks for quality assurance Build data pipelines to supply quality data to machine learning model in production environment Supports innovative analytical thinking & solutions that results into improved business performance Writing reports based on insights gained from exploratory data analysis and able to articulate it to product owner Practice industry well-known Machine Learning Framework and best practices  Who’ll be a good fit: Proven working experience of 2+ years as a Data Scientist Strong in mathematics - statistics, probability, linear algebra, time series Proficiency in working with large datasets and data wrangling using SQL (Structured Query Language) Familiar with tools such as JuPyteR, Tensorflow ,Python , Azure ML, Prophet (Open source software), MS SQL Server Working knowledge of applied machine learning techniques such as regression, clustering, forecasting of time-series data and Classification models Proficiency in LSTM, hypothesis testing and supervised learning / unsupervised learning. Familiarity with all aspects of the analytical cycle such as data wrangling and visualisation, feature engineering, and model building Write scalable scripts to fetch or modify data from API endpoints Exposure to cloud technology is preferred (Azure) Excellent critical thinking, verbal, and written communication skills  Equal Opportunities:  Kovai.co is committed to building a workforce that reflects the richness of our society. We believe in fostering a culture of belonging and respect for all. Kovai.co stands firmly against discrimination, ensuring equal opportunity for everyone to build a successful career.",,Positive
Data Scientist (ML/NLP Developer),Digitap.AI Enterprise Solutions,"Bengaluru, Karnataka",Bengaluru,"About Us: DIGITAP.AI is a cutting-edge provider of AI/ML solutions tailored for the modern, internet-driven business landscape. Our advanced technologies empower businesses with reliable, fast, and fully compliant customer onboarding, automated risk management, and big data-enabled services, including Risk Analytics and Customised Scorecards.  Our proprietary machine learning algorithms and modules boast some of the highest success rates in the market. Partnering with the largest digital lenders in India, our team is a vibrant mix of expertise in Fintech Product & Risk Management, Fraud Detection, and Big Data Analytics.  Culture and Benefits: Innovative Start-up Environment: Enjoy the flexibility to design, implement, and influence the development of cutting-edge solutions. Transparency and Meritocracy: We value clear communication, eschew politics, and promote an open culture where contributions are recognized and rewarded. Ownership and Impact: We encourage team members to take ownership, think beyond their roles, and contribute to the company's success in meaningful ways. Competitive Compensation: We offer a competitive salary and a potential equity package, aligning your success with the company's growth.  Job Description: As a Senior NLP/ML Developer, you will design, develop, and optimize AI-driven applications with a strong focus on natural language processing (NLP) and machine learning (ML). You will work on cutting-edge NLP models for text classification, entity recognition, and sentiment analysis, while also contributing to credit scoring models in the fintech and risk management domains.  Key Responsibilities: Develop NLP Solutions: Build and deploy advanced NLP models for tasks such as text categorization, named entity recognition, sentiment analysis, and document classification. Enhance Credit Scoring Models: Contribute to the development and optimization of ML models for credit risk assessment and scorecard development. Data Exploration & Preprocessing: Process and analyze unstructured text data using NLP techniques, including tokenization, lemmatization, word embeddings, and vectorization. Model Research & Development: Collaborate with data scientists and researchers to develop, evaluate, and refine deep learning and transformer-based models (e.g., BERT, GPT) to solve complex business challenges. Product Integration & Optimization: Work closely with engineering and product teams to integrate ML/NLP models into production, ensuring scalability and efficiency. Research & Innovation: Stay up to date with advancements in NLP, ML, and AI research, translating cutting-edge techniques into practical, real-world applications.  Required Skills and Experience: NLP & Deep Learning Expertise: Min 2 years of experience in NLP and ML, particularly in text classification, entity recognition, and semantic analysis. ML Frameworks Proficiency: Strong experience with frameworks like PyTorch, TensorFlow, Hugging Face Transformers, and Keras. Python Programming: Proficiency in Python and familiarity with libraries such as NLTK, spaCy, scikit-learn, NumPy, pandas, and OpenAI’s API. Database & API Integration: Experience with SQL and NoSQL databases, as well as developing and integrating RESTful APIs. Problem-Solving Mindset: Strong analytical skills with the ability to independently solve complex NLP challenges. Hands-on expertise with Regular Expressions. Preferred Qualifications: Qualification: BE, BTech, MTech, ME, MCA (minimum 4 years of degree) Experience: 1-2 Years Continuous Learning: A strong desire to stay updated with the latest research and advancements in AI, ML, and computer vision.",competitive,Positive
Python Developer with Machine Learning Expertise,Metafic,Remote,Remote,"Quick Glance Type  Full Time  Number of Positions  2  Location  Completely Remote  Experience Required  1 - 2 Years as Python Developer  Position Overview  We are seeking a highly skilled and motivated Python Developer with expertise in Machine Learning (ML) frameworks and libraries. The ideal candidate will work on designing, developing, and deploying machine learning models and solutions. This role requires strong experience with Python, deep learning frameworks like PyTorch and TensorFlow, and practical knowledge of object detection models such as YOLO.  Key Responsibilities Develop, test, and maintain robust Python-based applications and machine learning pipelines. Build, train, and fine-tune machine learning models using PyTorch, TensorFlow, and other frameworks. Implement and optimize object detection algorithms such as YOLO for real-time applications. Collaborate with cross-functional teams to integrate ML models into production systems. Conduct data preprocessing, feature engineering, and exploratory data analysis (EDA). Optimize machine learning models for performance, scalability, and accuracy. Stay updated on the latest advancements in machine learning and AI technologies. Debug, troubleshoot, and resolve issues related to ML models and Python code. Preferred Skills & Qualifications Proven experience as a Python Developer with expertise in machine learning. Proficiency in machine learning frameworks such as PyTorch and TensorFlow. Hands-on experience with YOLO (You Only Look Once) or similar object detection models. Solid understanding of data structures, algorithms, and software engineering principles. Experience with data preprocessing, feature extraction, and model evaluation techniques. Familiarity with libraries like NumPy, Pandas, Scikit-learn, and Matplotlib/Seaborn for data manipulation and visualization. Experience in developing and deploying ML models in real-world scenarios. Strong problem-solving skills and attention to detail. Preferred Qualifications Experience with cloud platforms (AWS, Azure, GCP) for deploying ML solutions. Knowledge of containerization technologies like Docker and orchestration tools like Kubernetes. Familiarity with MLOps practices and tools for model deployment and monitoring. Understanding of reinforcement learning or other advanced ML techniques. Strong communication skills and the ability to work in an agile team environment. Educational Requirements Bachelor’s or Master’s degree in Computer Science, Data Science, Machine Learning, or a related field. What We Offer Competitive salary and benefits package. Opportunity to work on cutting-edge AI and machine learning projects. Supportive and collaborative work environment. Opportunities for professional growth and learning.","competitive, supportive",Positive
