Job Title,Company,Location,City,Description,Flagged Terms,Sentiment
Data Scientist (ML/NLP Developer),Digitap.AI Enterprise Solutions,"Bengaluru, Karnataka",Bengaluru,"About Us: DIGITAP.AI is a cutting-edge provider of AI/ML solutions tailored for the modern, internet-driven business landscape. Our advanced technologies empower businesses with reliable, fast, and fully compliant customer onboarding, automated risk management, and big data-enabled services, including Risk Analytics and Customised Scorecards.  Our proprietary machine learning algorithms and modules boast some of the highest success rates in the market. Partnering with the largest digital lenders in India, our team is a vibrant mix of expertise in Fintech Product & Risk Management, Fraud Detection, and Big Data Analytics.  Culture and Benefits: Innovative Start-up Environment: Enjoy the flexibility to design, implement, and influence the development of cutting-edge solutions. Transparency and Meritocracy: We value clear communication, eschew politics, and promote an open culture where contributions are recognized and rewarded. Ownership and Impact: We encourage team members to take ownership, think beyond their roles, and contribute to the company's success in meaningful ways. Competitive Compensation: We offer a competitive salary and a potential equity package, aligning your success with the company's growth.  Job Description: As a Senior NLP/ML Developer, you will design, develop, and optimize AI-driven applications with a strong focus on natural language processing (NLP) and machine learning (ML). You will work on cutting-edge NLP models for text classification, entity recognition, and sentiment analysis, while also contributing to credit scoring models in the fintech and risk management domains.  Key Responsibilities: Develop NLP Solutions: Build and deploy advanced NLP models for tasks such as text categorization, named entity recognition, sentiment analysis, and document classification. Enhance Credit Scoring Models: Contribute to the development and optimization of ML models for credit risk assessment and scorecard development. Data Exploration & Preprocessing: Process and analyze unstructured text data using NLP techniques, including tokenization, lemmatization, word embeddings, and vectorization. Model Research & Development: Collaborate with data scientists and researchers to develop, evaluate, and refine deep learning and transformer-based models (e.g., BERT, GPT) to solve complex business challenges. Product Integration & Optimization: Work closely with engineering and product teams to integrate ML/NLP models into production, ensuring scalability and efficiency. Research & Innovation: Stay up to date with advancements in NLP, ML, and AI research, translating cutting-edge techniques into practical, real-world applications.  Required Skills and Experience: NLP & Deep Learning Expertise: Min 2 years of experience in NLP and ML, particularly in text classification, entity recognition, and semantic analysis. ML Frameworks Proficiency: Strong experience with frameworks like PyTorch, TensorFlow, Hugging Face Transformers, and Keras. Python Programming: Proficiency in Python and familiarity with libraries such as NLTK, spaCy, scikit-learn, NumPy, pandas, and OpenAI’s API. Database & API Integration: Experience with SQL and NoSQL databases, as well as developing and integrating RESTful APIs. Problem-Solving Mindset: Strong analytical skills with the ability to independently solve complex NLP challenges. Hands-on expertise with Regular Expressions. Preferred Qualifications: Qualification: BE, BTech, MTech, ME, MCA (minimum 4 years of degree) Experience: 1-2 Years Continuous Learning: A strong desire to stay updated with the latest research and advancements in AI, ML, and computer vision.",competitive,Positive
Python Developer with Machine Learning Expertise,Metafic,Remote,Remote,"Quick Glance Type  Full Time  Number of Positions  2  Location  Completely Remote  Experience Required  1 - 2 Years as Python Developer  Position Overview  We are seeking a highly skilled and motivated Python Developer with expertise in Machine Learning (ML) frameworks and libraries. The ideal candidate will work on designing, developing, and deploying machine learning models and solutions. This role requires strong experience with Python, deep learning frameworks like PyTorch and TensorFlow, and practical knowledge of object detection models such as YOLO.  Key Responsibilities Develop, test, and maintain robust Python-based applications and machine learning pipelines. Build, train, and fine-tune machine learning models using PyTorch, TensorFlow, and other frameworks. Implement and optimize object detection algorithms such as YOLO for real-time applications. Collaborate with cross-functional teams to integrate ML models into production systems. Conduct data preprocessing, feature engineering, and exploratory data analysis (EDA). Optimize machine learning models for performance, scalability, and accuracy. Stay updated on the latest advancements in machine learning and AI technologies. Debug, troubleshoot, and resolve issues related to ML models and Python code. Preferred Skills & Qualifications Proven experience as a Python Developer with expertise in machine learning. Proficiency in machine learning frameworks such as PyTorch and TensorFlow. Hands-on experience with YOLO (You Only Look Once) or similar object detection models. Solid understanding of data structures, algorithms, and software engineering principles. Experience with data preprocessing, feature extraction, and model evaluation techniques. Familiarity with libraries like NumPy, Pandas, Scikit-learn, and Matplotlib/Seaborn for data manipulation and visualization. Experience in developing and deploying ML models in real-world scenarios. Strong problem-solving skills and attention to detail. Preferred Qualifications Experience with cloud platforms (AWS, Azure, GCP) for deploying ML solutions. Knowledge of containerization technologies like Docker and orchestration tools like Kubernetes. Familiarity with MLOps practices and tools for model deployment and monitoring. Understanding of reinforcement learning or other advanced ML techniques. Strong communication skills and the ability to work in an agile team environment. Educational Requirements Bachelor’s or Master’s degree in Computer Science, Data Science, Machine Learning, or a related field. What We Offer Competitive salary and benefits package. Opportunity to work on cutting-edge AI and machine learning projects. Supportive and collaborative work environment. Opportunities for professional growth and learning.",competitive,Positive
Python Developer with Machine Learning Expertise,Metafic,Remote,Remote,"Quick Glance Type  Full Time  Number of Positions  2  Location  Completely Remote  Experience Required  1 - 2 Years as Python Developer  Position Overview  We are seeking a highly skilled and motivated Python Developer with expertise in Machine Learning (ML) frameworks and libraries. The ideal candidate will work on designing, developing, and deploying machine learning models and solutions. This role requires strong experience with Python, deep learning frameworks like PyTorch and TensorFlow, and practical knowledge of object detection models such as YOLO.  Key Responsibilities Develop, test, and maintain robust Python-based applications and machine learning pipelines. Build, train, and fine-tune machine learning models using PyTorch, TensorFlow, and other frameworks. Implement and optimize object detection algorithms such as YOLO for real-time applications. Collaborate with cross-functional teams to integrate ML models into production systems. Conduct data preprocessing, feature engineering, and exploratory data analysis (EDA). Optimize machine learning models for performance, scalability, and accuracy. Stay updated on the latest advancements in machine learning and AI technologies. Debug, troubleshoot, and resolve issues related to ML models and Python code. Preferred Skills & Qualifications Proven experience as a Python Developer with expertise in machine learning. Proficiency in machine learning frameworks such as PyTorch and TensorFlow. Hands-on experience with YOLO (You Only Look Once) or similar object detection models. Solid understanding of data structures, algorithms, and software engineering principles. Experience with data preprocessing, feature extraction, and model evaluation techniques. Familiarity with libraries like NumPy, Pandas, Scikit-learn, and Matplotlib/Seaborn for data manipulation and visualization. Experience in developing and deploying ML models in real-world scenarios. Strong problem-solving skills and attention to detail. Preferred Qualifications Experience with cloud platforms (AWS, Azure, GCP) for deploying ML solutions. Knowledge of containerization technologies like Docker and orchestration tools like Kubernetes. Familiarity with MLOps practices and tools for model deployment and monitoring. Understanding of reinforcement learning or other advanced ML techniques. Strong communication skills and the ability to work in an agile team environment. Educational Requirements Bachelor’s or Master’s degree in Computer Science, Data Science, Machine Learning, or a related field. What We Offer Competitive salary and benefits package. Opportunity to work on cutting-edge AI and machine learning projects. Supportive and collaborative work environment. Opportunities for professional growth and learning.",supportive,Positive
Data Scientist I,Sixt,"Hybrid work in Bengaluru, Karnataka",Bengaluru,"We are currently looking to hire a highly motivated Data Scientist who has the hunger to solve our complex technical and business challenges. If you want to be part of our journey and make an impact. Apply now! YOUR ROLE AT SIXT You will build and maintain robust ETL pipelines for collecting and processing data related to pricing, competitors, and ancillary products You perform deep exploratory data analysis to uncover trends and insights You generate clean, aggregated datasets to support reporting and dashboards You will collaborate with cross-functional teams to define data requirements and deliver actionable insights You will apply basic statistical models to forecast or explain pricing and customer behaviour You create clear, concise visualizations to communicate findings to stakeholders YOUR SKILLS MATTER B.Tech/B.E/ Master’s Degree in Computer Science or similar discipline You have 1-3 years of relevant experience in data engineering or data science Programming: Proficiency in Python and Pandas for data manipulation and analysis ETL Development: Experience designing and implementing ETL pipelines, including data cleaning, aggregation, and transformation Workflow Orchestration: Hands-on with Airflow for scheduling and monitoring ETL jobs Cloud & Serverless Computing: Exposure to AWS services such as Batch, Fargate, and Lambda for scalable data processing Containerization: Familiarity with Docker for building and deploying reproducible environments EDA & Visualization: Strong exploratory data analysis skills and ability to communicate insights using data visualization libraries (e.g., Matplotlib, Seaborn, Plotly) Basic Predictive Modelling: Understanding of foundational machine learning techniques for inference and reporting Good communication skills WHAT WE OFFER Cutting-Edge Tech: You Will be part of a dynamic tech-driven environment where innovation meets impact! We offer exciting challenges, cutting-edge technologies, and the opportunity to work with brilliant minds Competitive Compensation: A market-leading salary with performance-based rewards Comprehensive Benefits: Health insurance, wellness programs, and generous leave policies Flexibility & Work-Life Balance: Our culture fosters continuous learning, collaboration, and flexibility, ensuring you grow while making a real difference. Hybrid Work policies About us: We are a leading global mobility service provider with sales of €3.07 billion and around 9,000 employees worldwide. Our mobility platform ONE combines our products SIXT rent (car rental), SIXT share (car sharing), SIXT ride (cab, driver and chauffeur services), SIXT+ (car subscription) and gives our customers access to our fleet of 222,000 vehicles, the services of 1,500 cooperation partners and around 1.5 million drivers worldwide. Together with our franchise partners, we are present in more than 110 countries at 2,098 rental stations. At SIXT, a first-class customer experience and outstanding customer service are our top priorities. We focus on true entrepreneurship and long-term stability and align our corporate strategy with foresight. Want to take off with us and revolutionize the world of mobility? Apply now!",competitive,Positive
Machine Learning III,Zuora,"Chennai, Tamil Nadu",Chennai,"Company Overview At Zuora, we do Modern Business. We're helping people subscribe to new ways of doing business that are better for people, companies, and, ultimately, the planet. It's an approach resulting from the shift to the Subscription Economy that puts customers first by building recurring relationships instead of one-time product sales and focuses on sustainable growth. Through our leading expertise and multi-product suite, we are transforming all industries and working with the world's most innovative companies to monetize new business models, nurture subscriber relationships, and optimize their digital experiences. The Team & Role The Corporate Data team at Zuora is responsible for building a ""data mindset"" culture within the company. We aim to maximize the value of our data to improve the customer experience and boost company growth and employee productivity. Our team includes data engineers, data scientists, and machine learning engineers working closely to design and build complete solutions. As a Machine Learning Engineer on the team, you'll have the opportunity to: Design and implement ML and AI-powered products that leverage the wealth of mission-critical subscription, billing, and payment data our customers manage on the Zuora platform. Evaluate and improve model accuracy, scalability, and performance using appropriate metrics at the industry scale. Research and experiment with cutting-edge ML techniques and optimize model performance to enhance existing and new ""smart"" products. Deepen your knowledge of the customer lifecycle at a B2B company and contribute directly to maximizing revenue and customer retention. Collaborate with product teams, data engineers, and customer success teams to create end-to-end solutions that scale in production. What you'll do The business outcomes you will impact include (but are not limited to): Improvement of Current Systems: Gather metrics on the performance and effectiveness of the current product. Continuously fine-tune & retrain models to ensure the systems remain efficient. New Product Feature Development: Proactively identify opportunities to enhance our product offerings with machine learning and AI-driven features. Lead the design and development of innovative solutions that align with market demands and customer needs. Best Practices and Governance: Establish and document best practices for training, evaluating, and operating machine learning and AI models. Promote a culture of responsible AI and ensure compliance with data privacy regulations. Your experience and skills Bachelor's or Master's in Computer Science, Statistics, Machine Learning, or a related field. 3+ years of relevant technical experience as a Data Scientist, Machine Learning Engineer, or Sofware Engineer Exposure to relevant business domains, including sales, marketing, subscription management, accounts receivable, payment processing, and product analytics. Proficiency in python and common machine learning frameworks such as scikit-learn Solid understanding of software development life cycle and software engineering principles Experience with one or more subfields - sentiment analysis, predictive modeling, etc. Understanding of the machine learning pipeline for deployment and production Excellent communication and teamwork skills to collaborate with cross-functional teams. A passion for staying updated with the latest advancements in data science and AI. #ZEOLife at Zuora As an industry pioneer, our work constantly evolves and challenges us in new ways that require us to think differently, iterate often, and learn continually—it's exciting. Our people, whom we refer to as ""ZEOs"" are empowered to take on a mindset of ownership and make a bigger impact here. Our teams collaborate deeply and exchange different ideas openly. Together, we're making what's next possible for our customers, community, and the world. As part of our commitment to building an inclusive, high-performance culture where ZEOs feel inspired, connected, and valued, we support ZEOs with: Competitive compensation, variable bonus and performance reward opportunities, and retirement programs Medical insurance Generous, flexible time off Paid holidays, ""wellness"" days, and company-wide end-of-year break 6 months of fully paid parental leave Learning & Development stipend Opportunities to volunteer and give back, including charitable donation match Free resources and support for your mental wellbeing Specific benefits and offerings can be discussed during the interview process. Location & Work Arrangements Organizations and teams at Zuora are empowered to design efficient and flexible working methods, being intentional about scheduling, communication, and collaboration strategies that help us achieve our best results. In our dynamic, globally distributed company, this means balancing flexibility and responsibility — flexibility to live our lives to the fullest and responsibility to each other, our customers, and our shareholders. This location-specific position requires you to come to the Chennai or Banglore Zuora office at least twice a week on average! Our Commitment to an Inclusive Workplace Think, be, and do you! At Zuora, different perspectives, experiences, and contributions matter. Everyone counts. Zuora is proud to be an Equal Opportunity Employer committed to creating an inclusive environment for all. Zuora does not discriminate based on and considers individuals seeking employment with Zuora without regard to race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We encourage candidates from all backgrounds to apply. Applicants requiring special assistance or accommodation during the interview process or while accessing our website may email us at assistance(at)zuora.com.",competitive,Positive
Data Scientist,NetApp,"Bengaluru, Karnataka",Bengaluru,"If you run toward knowledge and problem-solving, join us About NetApp NetApp is the intelligent data infrastructure company, turning a world of disruption into opportunity for every customer. No matter the data type, workload or environment, we help our customers identify and realize new business possibilities. And it all starts with our people. If this sounds like something you want to be part of, NetApp is the place for you. You can help bring new ideas to life, approaching each challenge with fresh eyes. Of course, you won't be doing it alone. At NetApp, we're all about asking for help when we need it, collaborating with others, and partnering across the organization - and beyond. Data Scientist Bengaluru, India Job category: Information Technology Job ID: 130719-en_US Job summary We are looking for a talented Data Scientist to join our team. The ideal candidate will have a strong foundation in data analysis, statistical models, and machine learning algorithms. You will work closely with the team to solve complex problems and drive business decisions using data. This role requires strategic thinking, problem-solving skills, and a passion for data. Job responsibilities Analyse large, complex datasets to extract insights and determine appropriate techniques to use. Build predictive models, machine learning algorithms and conduct A/B tests to assess the effectiveness of models. Present information using data visualization techniques. Collaborate with different teams (e.g., product development, marketing) and stakeholders to understand business needs and devise possible solutions. Stay updated with the latest technology trends in data science. Develop and implement real-time machine learning models for various projects. Engage with clients and consultants to gather and understand project requirements and expectations. Write well-structured, detailed, and compute-efficient code in Python to facilitate data analysis and model development. Utilize IDEs such as Jupyter Notebook, Spyder, and PyCharm for coding and model development. agile methodology in project execution, participating in sprints, stand-ups, and retrospectives to enhance team collaboration and efficiency. Education IC - Typically requires a minimum of 5 years of related experience.Mgr & Exec - Typically requires a minimum of 3 years of related experience. At NetApp, we embrace a hybrid working environment designed to strengthen connection, collaboration, and culture for all employees. This means that most roles will have some level of in-office and/or in-person expectations, which will be shared during the recruitment process. Equal Opportunity Employer: NetApp is firmly committed to Equal Employment Opportunity (EEO) and to compliance with all laws that prohibit employment discrimination based on age, race, color, gender, sexual orientation, gender identity, national origin, religion, disability or genetic information, pregnancy, and any protected classification. Why NetApp? We are all about helping customers turn challenges into business opportunity. It starts with bringing new thinking to age-old problems, like how to use data most effectively to run better - but also to innovate. We tailor our approach to the customer's unique needs with a combination of fresh thinking and proven approaches. We enable a healthy work-life balance. Our volunteer time off program is best in class, offering employees 40 hours of paid time off each year to volunteer with their favourite organizations. We provide comprehensive benefits, including health care, life and accident plans, emotional support resources for you and your family, legal services, and financial savings programs to help you plan for your future. We support professional and personal growth through educational assistance and provide access to various discounts and perks to enhance your overall quality of life. If you want to help us build knowledge and solve big problems, let's talk. Submitting an application  To ensure a streamlined and fair hiring process for all candidates, our team only reviews applications submitted through our company website. This practice allows us to track, assess, and respond to applicants efficiently. Emailing our employees, recruiters, or Human Resources personnel directly will not influence your application.",emotional,Positive
Machine Learning Engineer,National Credit Recovery Inc,Remote in India,Remote,"Who Are We? CXAi is a digitally powered, human delivered Global Customer Experience Management organization with multiple locations in Canada and abroad. We provide a wide range of business solutions to help businesses thrive. We are sought-after solutions partner for Omni Channel CX, Digital Transformation, Consulting and Technology solutions. Our mission is to deliver elevated customer experiences to our clients, leveraging deep operational knowledge and process expertise, a strong and versatile technology stack, and a diverse geographic footprint. We focus on engaging early with our clients and leverage a consultative approach to deeply understand our clients’ brands, and design customized solutions to complex.  What You’ll Do Design, build, and deploy ML pipelines and LLM-powered applications from scratch. Fine-tune, prompt, and integrate state-of-the-art LLMs (e.g., OpenAI, LLaMA, Mistral). Apply advanced techniques like retrieval-augmented generation (RAG), tool use, and embedding search. Collaborate with product and engineering to build AI-driven features for real-world call centre use cases (e.g., agent coaching, auto summarization, sentiment analysis). Own experiments end-to-end — from hypothesis to deployment — with minimal supervision. Optimize model inference (latency, memory) for production-scale workloads. Set up scalable infrastructure for model training, evaluation, and continuous improvement. Help shape our ML/AI roadmap and contribute to technical strategy. What We’re Looking For 3+ years of experience as an ML Engineer Deep expertise in NLP and LLMs (e.g., transformers, LoRA, vector search, prompt engineering). Strong Python skills and hands-on experience with frameworks like Hugging Face Transformers, LangChain, OpenAI, PyTorch. Experience deploying ML models in production (e.g., APIs, containers, cloud-based services). Comfort working in early-stage/startup environments — fast pace, lots of ambiguity, high impact. Ability to work autonomously and make product-informed decisions with minimal oversight. Application Process: If you are a motivated individual who thrives in a dynamic and supportive work environment, we’d love to hear from you. Please note that any offer of employment will be conditional upon the completion of background and reference checks, including a criminal record check and/or credit check (where applicable). We value diversity and encourage applications from people with disabilities. Accommodation is available upon request throughout the selection process. We appreciate all applications; however, only those shortlisted will be contacted by our Talent Acquisition Team.",supportive,Positive
ML Engineer,Payoda,"Hybrid work in Chennai, Tamil Nadu",Chennai,"At Payoda, we have created an ecosystem that stands on the fundamentals of teamwork, compassion, excellence, and a tireless appetite for growth. We work every day to ensure our passion is fueled by purpose - to bring forth the best of solutions for our partners and bring life to their vision. With creativity, skill, and hard work in the room, Payodians never shy away from a challenge. Join a team that rises at the intersection of human ingenuity and technology. At Payoda, we believe in creating a work environment that is focused on integration, synergy, and comfort. This encompasses our values and culture that drives employees to be entertained, energized and engrossed, and enlightened. We believe in impact and work to deliver the same to our team and members, all day and every day. If you choose to be a part of our high functioning, ambitious, and happy team – you will have access to the various benefits that we believe make a comfortable workspace. Flexibility With a hybrid work policy in place, we believe the flexibility will allow our teams to perform at their best. Work-Life Balance We never shy away from fun and always pursue any opportunity to have a great time. With games, events, and outings – there’s never a dull day at work. Continuous Learning Upskilling is a priority at Payoda and everyone is offered the opportunity to learn and develop their skill sets at work. We encourage our teams to not just think – but learn outside the box too. Leadership Mentoring Leaders at Payoda come with expertise across multiple industries and technologies. Our transparent work culture offers a platform to anyone seeking mentorship and guidance.  Skills: Machine Learning, TensorFlow, PyTorch/ Scikit-learn. Experience: 5 + Yrs Location: Chennai/ Bangalore/ Coimbatore A global company in innovation, Payoda is at the frontline of Digital Transformation to enable enterprises across the industries in the bleeding edge technology areas of cloud, advanced analytics, and User Experience. Join us to be part of the disruptive journey! Does the challenge of driving decisions in a dynamic environment excite you? Do you love solving complex business problems? Are you seeking an environment where you can drive innovation? Are you a passionate self- starter? If the answer to the above questions is a resounding “YES”, we have found each other! Job Location: Chennai/Bangalore/Coimbatore Years of Exp: 5+ Years  What’s the role all about? Collect, process, and clean large data sets from various sources. Design machine learning systems Apply statistical analysis and machine learning techniques to solve complex business problems. Develop machine learning applications according to requirements Select appropriate datasets and data representation methods Run machine learning tests and experiments Perform statistical analysis and fine-tuning using test results Train and retrain systems when necessary Visualize data and present findings to stakeholders using data visualization tools. Verify and deploy programs and systems Troubleshoot, debug and upgrade the existing systems  What’s it going to take? Bachelor’s Degree in Computer Science from a four-year college or university or related experience and/or training; or equivalent combination of education and experience. 5 to 8 years experienced Knowledge of Python and SQL. Understanding of data structures, data modelling and software architecture Deep knowledge of math, probability, statistics and algorithms Ability to write robust code in Python Experience with machine learning frameworks like TensorFlow, PyTorch, or Scikit-learn. Experience with LLMs and Proficiency in data visualization tools such as Tableau, Power BI, or Matplotlib. Experience in using Jupyter notebooks to collaborate on research is a plus Familiarity with Agile software development methodology  Nice to Have: Experience in docker and K8s deployments Experience in AWS/GCP Experience with Network technologies  Let’s celebrate work! Join us!",ambitious,Positive
"AI, ML Track",Cloudseed Technologies,India,India,"Job Type Full-time Reports to Lead Data Scientist Department Technology Salary TBD ‍ About the Company We are a company built on a foundation of strong technologies and global experience. Our team is composed of experts with a diverse range of skills and backgrounds. We have a passion for technology and a drive to stay at the forefront of industry developments. Job Summary We are seeking a highly motivated AI ML Track Fresh Graduate to join our growing team. The ideal candidate will have a passion for data and AI technology, strong analytical and problem-solving skills, and the ability to work well in a team environment. As an AI ML Track Fresh Graduate, you will work with our team of experts to develop and implement cutting-edge AI solutions that meet the needs of our clients. Responsibilities Work on AI and machine learning projects, including data collection, preparation, modeling, and validation. Develop and implement algorithms and models to support various AI initiatives. Collaborate with cross-functional teams, including data scientists, software engineers, and business stakeholders, to design and implement AI solutions. Stay current with the latest AI and machine learning techniques, tools, and best practices. Participate in training and professional development activities to expand your skills and knowledge. Communicate complex technical information in a clear and concise manner to a variety of stakeholders. Support the team in delivering AI solutions that meet the needs of our clients. Requirements: Bachelor’s or Master's degree in Computer Science, Data Science, or a related field. Strong programming skills in Python, R, or a related language. Experience with machine learning frameworks and libraries, such as TensorFlow, PyTorch, and scikit-learn. Knowledge of data structures, algorithms, and software design patterns. Ability to work well in a team environment and communicate effectively with both technical and non-technical stakeholders. Passion for data and AI technology, and a strong desire to learn and grow in the field. We offer competitive compensation and benefits packages, as well as opportunities for professional development and growth. If you are a highly motivated AI ML Track Fresh Graduate looking to join a dynamic and fast-paced team, we encourage you to apply.",competitive,Positive
AI Research Intern,RBK Technologies Limited,"Viman Nagar, Pune, Maharashtra",Pune,"https://www.rbktechnologies.com/ https://rbkbusinessworld.com/ https://rbkpay.com/ AI Business Model Research: - Analyze existing and emerging AI business models (e.g., SaaS, API monetization, data marketplaces, AI-as-a-Service). - Study industry trends, case studies, and success stories of AI companies. - Compare pricing strategies, revenue streams, and customer adoption patterns. Market & Competitive Analysis: - Identify key players in the AI space and evaluate their business strategies. - Research target markets, customer pain points, and AI adoption barriers. - Summarize findings in reports/presentations for internal stakeholders. Opportunity Mapping: - Collaborate with teams to brainstorm AI monetization ideas. - Assist in developing frameworks for assessing AI business model viability. - Suggest potential partnerships or untapped markets for AI applications. Required Skills & Qualifications: - Currently pursuing a degree in Business, Computer Science, Economics, Data Science, or related fields. - Strong analytical and research skills (academic or professional). - Basic understanding of AI/ML concepts and business applications. - Proficiency in PowerPoint, Excel, and data visualization tools (e.g., Tableau). - Self-motivated with the ability to work independently. Preferred Qualifications: - Familiarity with AI startups, tech ecosystems, or venture capital trends. - Experience writing business reports or case studies. - Knowledge of statistical analysis or business modeling (a plus). Job Type: Internship Contract length: 6 months Pay: ₹8,000.00 - ₹12,000.00 per month Benefits: Provident Fund Schedule: Day shift Work Location: In person",competitive,Neutral
Data Scientist,Tata Insights and Quants,"Jamshedpur, Jharkhand",Jamshedpur,"COMPANY OVERVIEW Tata Group is an Indian multinational conglomerate company headquartered in Mumbai, India. It encompasses seven business sectors: communications and information technology, engineering, materials, services, energy, consumer products and chemicals. Tata Group was founded in 1868 by Jamsetji Tata as a trading company. It has operations in more than 80 countries across six continents. Tata Group has over 100 operating companies with each of them operating independently. Tata Sons is the promoter of all key Tata companies and holds the bulk of shareholding in these companies.  BACKGROUND The Tata companies together serve over million consumer and commercial customers today across several products and services. In order for the Tata companies to better understand customer and client needs and preferences, action life stages, needs, value, and potential, and enhance value and experience; the Tata companies need to develop robust data and information management capability and customer analytics. The vision is to eventually create the best in-house capability for data analytics amongst any large corporate. To achieve the above aims, it has been decided to establish an independent Tata company focused on building a common data analytics platform and help Tata Group companies. This company is being incubated in the initial phase as a division of Tata Industries and will subsequently be structured as a separate company to build Big Data Analytics and Data Science capabilities catering to but not limited to the ‘Consumer’ brands of the group.  Tata Insights and Quants – Journey to Date Company: Tata - Insights and Quants – A Newly started division by Tata Industries. http://www.livemint.com/Companies/PCgvCZILuJKV68UKVHZRJO/With-new-analytics-arm-Tata-aims-to-make-better-sense-of-da.html Employer Brand: Tata iQ in 18 months of its inception was recognized in the list of Analytics India Magazine’s (AIM) Top 10 most desirable Analytics Indian Firms to work for in 2016: http://analyticsindiamag.com/top-10-analytics-firm-wish-worked-2016/ Generating Value for Customer: Fourteen Tata companies are partnering Tata Insights and Quants (Tata iQ), a Big Data firm, to analyse data collected from users, consumers and make sense of it to put changes in place http://www.livemint.com/Companies/5om8ebrv6p02jGCcRB3j3K/Tata-companies-use-Big-Data-to-craft-strategies.html https://cio.economictimes.indiatimes.com/news/strategy-and-management/how-ranjit-satyanath-plugs-into-it-to-power-up-croma-for-the-digital-era/65050926 Contributing to Community through big data: In line with the Tata group’s philosophy of giving back more to the society than what it takes, Tata iQ, Tata group’s big data and decision Sciences Company. Okhai partners with Tata iQ to deliver big impact through big data  Company : Tata Insights and Quants Role : Data Scientist Level : Analyst – Associate - Senior Associate Role Type : Individual Contributor Location : Mumbai | Bangalore | Jamshedpur | Kalinga Nagar – All Options open  Job Description The incumbent will be part of the Predictive Analytics, Digital Analytics, Data Sciences, Advanced Visualization, Insights & Experimentation team and will report to the Manager/Senior Manager. He/she will be an individual contributor working on multiple data sciences, advanced visualization and data management initiatives across multiple companies and industries leveraging traditional and big data. The incumbent will have the unique opportunity to witness the application of analytics across multiple industry verticals. Close partnership with business and the senior leadership of multiple Tata Companies will enable a clear understanding of the business perspectives and the application of analytics for solving real business problems.  Key Responsibilities: Apply Data Mining/ Data Analysis methods using a variety of data tools, building and implementing models using algorithms and creating/ running simulations to drive optimisation and improvement across business functions Assess accuracy of new data sources and data gathering techniques Perform Exploratory Data Analysis, detailed analysis of business problems and technical environments in designing the solution Apply Supervised, Unsupervised, Reinforcement Learning and Deep Learning algorithms Apply advanced Machine Learning Algorithms and Statistics: o Regression, Simulation, Scenario Analysis o Time Series Modelling o Classification - Logistic Regression, Decision Trees, SVM, KNN, Naive Bayes o Clustering, K-Means o Ensemble Models - Random Forest, Boosting, Bagging o Neural Networks Lead and manage Proof of Concepts and demonstrate the outcomes quickly Document use cases, solutions and recommendations Work analytically in a problem-solving environment Work in a fast-paced agile development environment Coordinate with different functional teams to implement models and monitor outcomes Work with stakeholders throughout the organization to identify opportunities for leveraging organisation data and apply Predictive Modelling techniques to gain insights across business functions - Operations, Products, Sales, Marketing, HR and Finance teams Help program and project managers in the design, planning and governance of implementing Data Science solutions  Experience and Skills: 2-7 years of professional working experience in Analytics Experience in Retail, Financial Services and Manufacturing Experience using statistical packages of R, Python and Spark ML to work with data and draw insights from large data sets Experience with distributed data/ computing tools: Hadoop, Hive, Spark, Python Experience with SQL Experience visualizing/ presenting data for stakeholders using matplot, ggplot or Excel or Tableau Excellent written and verbal communication skills for coordinating across teams Education qualification: Bachelors/ Masters in a quantitative discipline (Statistics, Econometrics, Mathematics, Engineering and Science)  Reach us on careers@tataiq.com",he,Positive
